valor_original,novo_valor
3º Juizado Especial da Fazenda Pública,Outros
3º Vara de Direito Bancário,Vara Cível
3º° Juizado Especial Cível,Juizado Especial Cível
4° Juizado Especial Cível,Juizado Especial Cível
4° Juizado Especial Cível E Criminal,Juizado Especial Cível
4° Vara,Vara Cível
4° Vara Cível,Vara Cível
4° Vara Dos Juizados Especiais Do Consumidor,Juizado Especial Cível
4° Vara Única,Vara Cível
40° Vara Cível,Vara Cível
40ª VARA CÍVEL,Vara Cível
40ª Vara Cível,Vara Cível
40ª Vara Cível ,Vara Cível
41° Vara Cível,Vara Cível
41ª VARA CÍVEL,Vara Cível
41ª Vara Cível,Vara Cível
41ª Vara Cível ,Vara Cível
42° Vara Cível,Vara Cível
42ª VARA CÍVEL,Vara Cível
42ª Vara Cível,Vara Cível
42ª Vara Cível ,Vara Cível
43° Vara Cível,Vara Cível
43ª VARA CÍVEL,Vara Cível
43ª Vara Cível,Vara Cível
43ª Vara Cível ,Vara Cível
44° Vara Cível,Vara Cível
44ª VARA CÍVEL,Vara Cível
44ª Vara Cível,Vara Cível
44ª Vara Cível ,Vara Cível
45° Vara Cível,Vara Cível
45ª VARA CÍVEL,Vara Cível
45ª Vara Cível,Vara Cível
45ª Vara Cível ,Vara Cível
46° Vara Cível,Vara Cível
46ª Vara Cível,Vara Cível
46ª Vara Cível ,Vara Cível
47ª Vara Cível,Vara Cível
48° Vara Cível,Vara Cível
48ª Vara Cível,Vara Cível
48ª Vara Cível ,Vara Cível
49° Vara Cível,Vara Cível
49ª Vara Cível,Vara Cível
4ª Câmara de Direito Civil,Vara Cível
4ª Seção Cível,Vara Cível
4ª Turma,Juizado Especial Cível
4ª Turma Recursal,Juizado Especial Cível
4ª UNIDADE DO JUIZADO ESPECIAL CÍVEL E CRIMINAL,Juizado Especial Cível
4ª Unidade Jurisdicional Cível - 10º JD da Comarca de Belo Horizonte,Vara Cível
4ª Unidade Jurisdicional Cível - 11º JD da Comarca de Belo Horizonte,Vara Cível
4ª Unidade Jurisdicional Cível - 12º JD da Comarca de Belo Horizonte,Vara Cível
4ª VARA CÍVEL,Vara Cível
4ª VARA CÍVEL,Vara Cível
4ª Vara Cível,Vara Cível
4ª VARA DAS REL. DE CONSUMO CÍVEIS E COMERCIAIS,Vara Cível
4ª VARA DO JUIZADO ESPECIAL,Juizado Especial Cível
4ª VARA DO JUIZADO ESPECIAL (MORENINHAS),Juizado Especial Cível
4ª VARA DO JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
4ª VARA DOS FEITOS DE RELATIVOS ÀS REL. DE CONSUMO,Vara Cível
4ª VARA DOS FEITOS REL DE CONS. CÍVEL E COMERCIAIS,Vara Cível
4ª VSJE DO CONSUMIDOR (BROTAS VESPERTINO),Juizado Especial Cível
4ª VSJE DO CONSUMIDOR (UMBUI VESPERTINO),Juizado Especial Cível
4ª VSJE do Consumidor (Vespertino),Juizado Especial Cível
4º Juizado Cível,Vara Cível
4º JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
4º JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
4º Juizado Especial Cível,Juizado Especial Cível
4º JUIZADO ESPECIAL CÍVEL - CASA AMARELA,Juizado Especial Cível
4º JUIZADO ESPECIAL CÍVEL E CRIMINAL,Juizado Especial Cível
4º VARA DE FEITOS DE REL. DE CONS. E COMERCIAIS,Vara Cível
5 VARA,Vara Cível
5° CEJUSC,Juizado Especial Cível
5° Juizado Especial Cível,Juizado Especial Cível
5° Juizado Especial Cível E Criminal,Juizado Especial Cível
5° Vara Cível,Vara Cível
5° Vara Dos Juizados Especiais Do Consumidor,Juizado Especial Cível
50ª Vara Cível,Vara Cível
51° Vara Cível,Vara Cível
51ª Vara Cível,Vara Cível
52° Vara Cível,Vara Cível
52ª Vara Cível,Vara Cível
5ª JEC,Juizado Especial Cível
5ª Turma,Juizado Especial Cível
5ª Turma Recursal,Juizado Especial Cível
5ª UNIDADE DO JUIZADO ESPECIAL CÍVEL E CRIMINAL,Juizado Especial Cível
5ª Unidade Jurisdicional Cível,Vara Cível
5ª Unidade Jurisdicional Cível - 13º JD da Comarca de Belo Horizonte,Vara Cível
5ª Unidade Jurisdicional Cível - 14º JD da Comarca de Belo Horizonte,Vara Cível
5ª Unidade Jurisdicional Cível - 15º JD da Comarca de Belo Horizonte,Vara Cível
5ª VARA - JEF CÍVEL,Vara Cível
5ª VARA CÍVEL,Vara Cível
5ª VARA CÍVEL,Vara Cível
5ª Vara Cível ,Vara Cível
5ª Vara Cível - Regional de Itaquera,Vara Cível
5ª VARA CÍVEL DE ACIDENTES DO TRABALHO,Outros
5ª VARA DAS REL. DE CONSUMO CÍVEIS E COMERCIAIS,Vara Cível
5ª VARA DO JUIZADO ESPECIAL,Juizado Especial Cível
5ª VARA DO JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
5ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO,Vara Cível
5ª VSJE DO CONSUMIDOR (NAJ MATUTINO),Juizado Especial Cível
5º JUIZADO ESPCIAL CÍVEL DAS RELAÇÕES DE CONSUMO,Vara Cível
5º JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
5º JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
5º Juizado Especial Cível,Juizado Especial Cível
5º JUIZADO ESPECIAL CÍVEL - NAJ - MATUTINO,Juizado Especial Cível
5º Vara Cível ,Vara Cível
6 Juizado Especial Cível,Juizado Especial Cível
6° Juizado Especial Cível,Juizado Especial Cível
6° Vara Cível,Vara Cível
6° Vara Do Juizado Especial Cível,Juizado Especial Cível
6° Vara Dos Juizados Especiais Do Consumidor,Juizado Especial Cível
60ª VARA CÍVEL,Vara Cível
6ª Turma Cível,Juizado Especial Cível
6ª UNIDADE DO JUIZADO ESPECIAL CÍVEL E CRIMINAL,Juizado Especial Cível
6ª Unidade Jurisdicional Cível - 16º JD da Comarca de Belo Horizonte,Vara Cível
6ª Unidade Jurisdicional Cível - 18º JD da Comarca de Belo Horizonte,Vara Cível
6A VARA CÍVEL,Vara Cível
6ª VARA CÍVEL,Vara Cível
6ª VARA CÍVEL DE ACIDENTES DO TRABALHO,Outros
6ª VARA DAS REL. DE CONSUMO CÍVEIS E COMERCIAIS,Vara Cível
6ª VARA DO JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
6ª Vara do Juizado Especial Cível,Juizado Especial Cível
6ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO,Vara Cível
6ª VSJE DE CAUSAS COMUNS (BONFIM VESPERTINO),Juizado Especial Cível
6ª VSJE DO CONSUMIDOR (NAJ VESPERTINO),Juizado Especial Cível
6º JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
6º JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
6º Juizado Especial Cível,Juizado Especial Cível
6º JUIZADO ESPECIAL CÍVEL - NAJ - VESPERTINO,Juizado Especial Cível
6º JUIZADO ESPECIAL CÍVEL - PINA,Juizado Especial Cível
6º Juizado Especial Cível e Criminal,Juizado Especial Cível
6º Juizado Especial Civel e Criminal ,Juizado Especial Cível
7° Juizado Especial Cível,Juizado Especial Cível
7° Juizado Especial Cível E Criminal,Juizado Especial Cível
7° Vara,Vara Cível
7° Vara Cível,Vara Cível
7° Vara Dos Juizados Especiais Do Consumidor,Juizado Especial Cível
7ª Turma,Juizado Especial Cível
7ª Turma Cível,Juizado Especial Cível
7ª VARA CÍVEL,Vara Cível
7ª Vara Cível,Vara Cível
7ª VARA CÍVEL DE ACIDENTES DO TRABALHO,Outros
7ª VARA DAS REL. DE CONSUMO CÍVEIS E COMERCIAIS,Vara Cível
7ª VARA DE FAZENDA PÚBLICA,Outros
7ª VARA DO JUIZADO ESPECIAL,Juizado Especial Cível
7ª VARA DO JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
7ª VSJE DO CONSUMIDOR (UNIJORGE MATUTINO),Juizado Especial Cível
7º JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
7º JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
7º Juizado Especial cível,Juizado Especial Cível
7º JUIZADO ESPECIAL CÍVEL - FIR,Juizado Especial Cível
7º Juizado Especial Cível e Criminal,Juizado Especial Cível
7º JUIZADO ESPECIAL DAS RELAÇÕES DE CONSUMO,Juizado Especial Cível
7º JUÍZO DA UNIDADE ESTADUAL DE DIREITO BANCÁRIO,Outros
7º° Juizado Especial Cível,Juizado Especial Cível
8° Juizado Especial Cível,Juizado Especial Cível
8° Juizado Especial Cível E Criminal,Juizado Especial Cível
8° Vara Cível,Vara Cível
8° Vara Dos Juizados Especiais Do Consumidor,Juizado Especial Cível
8° Vara Federal,Vara Cível
8A VARA CÍVEL,Vara Cível
8ª VARA CÍVEL,Vara Cível
8ª VARA CÍVEL DE ACIDENTES DO TRABALHO,Outros
8ª VARA DO JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
8ª VARA DOS FEITOS DE RELAÇÃO DE CONSUMO CÍVEIS,Vara Cível
8ª VSJE DO CONSUMIDOR (IMBUÍ VESPERTINO),Juizado Especial Cível
8ª VSJE DO CONSUMIDOR (UNIJORGE VESPERTINO),Juizado Especial Cível
8ª VSJE DO CONSUMIDOR (VESPERTINO),Juizado Especial Cível
8º JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
8º Juizado Especial Cível,Juizado Especial Cível
8º Juizado Especial Cível ,Juizado Especial Cível
8º JUIZADO ESPECIAL CÍVEL - ROSARINHO,Juizado Especial Cível
8º Juizado Especial Cível e Criminal,Juizado Especial Cível
9° Juizado Especial Cível,Juizado Especial Cível
9° Vara Cível,Vara Cível
9° Vara Dos Juizados Especiais Do Consumidor,Juizado Especial Cível
9ª UNIDADE DO JUIZADO ESPECIAL CÍVEL E CRIMINAL,Juizado Especial Cível
9ª Unidade Jurisdicional Cível - 25º JD da Comarca de Belo Horizonte,Vara Cível
9ª Unidade Jurisdicional Cível - 26º JD da Comarca de Belo Horizonte,Vara Cível
9ª Unidade Jurisdicional Cível - 27º JD da Comarca de Belo Horizonte,Vara Cível
9ª VARA CÍVEL,Vara Cível
9ª Vara Cível,Vara Cível
9ª VARA CÍVEL DE ACIDENTES DO TRABALHO,Outros
9ª VARA DO JUIZADO ESPECIAL,Juizado Especial Cível
9ª VARA DO JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
9ª VSJE DO CONSUMIDOR (MATUTINO),Juizado Especial Cível
9ª VSJE DO CONSUMIDOR (UNIJORGE MATUTINO),Juizado Especial Cível
9º JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
9º Juizado Especial Cível,Juizado Especial Cível
9º JUIZADO ESPECIAL CÍVEL - AFOGADOS,Juizado Especial Cível
9º JUIZADO ESPECIAL CÍVEL DAS RELAÇÕES DE CONSUMO,Juizado Especial Cível
9º Juizado Especial Cível e das Rel. de Cons. ,Juizado Especial Cível
Ajustar,Não informado
Anexo do Juizado Especial Cível da UNIP ,Juizado Especial Cível
Câmara Cível,Vara Cível
CARTÓRIO DOS FEITOS CÍVEIS,Vara Cível
CARTÓRIO DOS FEITOS CÍVEIS,Vara Cível
CARTÓRIO DOS FEITOS CÍVEIS E COMERCIAIS,Vara Cível
CARTÓRIO DOS FEITOS DE RELAÇÃO DE CONSUMO,Vara Cível
CARTÓRIO DOS FEITOS REL. ÀS RELAÇÕES DE CONSUMO,Vara Cível
CEJUSC,Juizado Especial Cível
CEJUSC,Juizado Especial Cível
CEJUSC,Juizado Especial Cível
Cejusc,Juizado Especial Cível
CEJUSC ,Juizado Especial Cível
CEJUSC - Centro Judiciário de Soluções de Conflitos e Cidadania,Juizado Especial Cível
CEJUSC - Centro Judiciário de Soluções e Conflitos e Cidadania,Juizado Especial Cível
CEJUSC - JEC - BSB,Juizado Especial Cível
cejusc - jec - bsb,Juizado Especial Cível
CEJUSC-JEC-BSB,Juizado Especial Cível
CEJUSC-JEC-BSB,Juizado Especial Cível
CEJUSC-JEC-BSB ,Juizado Especial Cível
Central,Não informado
CENTRAL DE CONCILIAÇÃO (JUIZADOS ESPECIAIS CÍVEIS),Juizado Especial Cível
Central de Mediação,Não informado
Centro de mediação,Não informado
Centro de Mediação da Capital (Pré-processual) ,Vara Cível
Centro Jud. de Solução de Conflitos e Cidadania ,Vara Cível
CENTRO JUDICIÁRIO DE CONFLIOS,Vara Cível
civel,Não informado
Civil Court,Vara Cível
Colégio Recursal,Juizado Especial Cível
Colégio Recursal Central,Juizado Especial Cível
Comarca da Capital - 4º Juizado Especial Cível,Juizado Especial Cível
Delegacia da Receita Federal de Julgamento,Outros
Direito Privado,Não informado
Direito Privado,Vara Cível
"FAMILIA, SUC. INF.JUV. E 1.CIVEL",Vara Cível
Gabinete Desembargador,Vara Cível
Gabinete do Desembargador,Vara Cível
Gabinete do Juiz,Não informado
I JUIZADO DAS FAZENDAS PÚBLICAS,Outros
I JUIZADO ESPECIAL,Juizado Especial Cível
I JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
I JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
I JUIZADO ESPECIAL CÍVEL - MANHÃ,Juizado Especial Cível
I JUIZADO ESPECIAL CÍVEL D. CONSUMIDOR - BROTAS,Juizado Especial Cível
I° Juizado Especial Cível,Juizado Especial Cível
II JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
II JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
II JUIZADO ESPECIAL CÍVEL E CRIMINAL,Juizado Especial Cível
II JUIZADO ESPECIAL FEDERAL,Juizado Especial Cível
III JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
III JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
IIº JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
Inspetoria da RF,Outros
Iº JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
IV JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
IV JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
IX JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
JEC,Juizado Especial Cível
JEC - ANEXO FMU,Juizado Especial Cível
JEC - CECON,Juizado Especial Cível
JEC - CECON - Curitiba,Juizado Especial Cível
JEC - CEJUSC,Juizado Especial Cível
JEC - Vara Única ,Juizado Especial Cível
JEC ANEXO UNIP,Juizado Especial Cível
JEC Criminal de Viol. Dom. e Fam. ,Juizado Especial Cível
JEC VSJE DO CONSUMIDOR (MATUTINO),Juizado Especial Cível
JECC Leste 1 Anexo I NOVAFAPI ,Juizado Especial Cível
JECC Parnaíba Anexo II NASSAU ,Juizado Especial Cível
JECC Parnaíba Sede Cível ,Juizado Especial Cível
JECC Teresina Centro 1 Sede Cabral ,Juizado Especial Cível
JECC Teresina Centro 1 Sede Cabral Cível ,Juizado Especial Cível
JECC Teresina Centro 2 Sede ,Juizado Especial Cível
JECC Teresina Leste 2 Sede UFPI ,Juizado Especial Cível
JEF,Outros
JESP. ADJ. DO Iº JUIZ. DE OLINDA - MANHÃ,Juizado Especial Cível
JUIZADO,Juizado Especial Cível
JUIZADO ADJUNTO,Juizado Especial Cível
JUIZADO ADJUNTO CÍVEL,Vara Cível
JUIZADO CÍVEL E CRIMINAL,Vara Cível
JUIZADO CÍVEL E CRIMINAL,Vara Cível
JUIZADO CÍVEL E CRIMINAL DO NÚCLEO BANDEIRANTE,Vara Cível
JUIZADO CÍVEL E CRIMINAL NORTE,Vara Cível
Juizado Cível Especial,Vara Cível
JUIZADO DA INFÂNCIA E JUVENTUDE CÍVEL,Vara Cível
JUIZADO DE DEFESA DO CONSUMIDOR,Juizado Especial Cível
Juizado Esp Cível e Criminal ,Vara Cível
Juizado Esp Cível e das Re de Cons de Garanhuns ,Vara Cível
Juizado Esp Cível e das Rel de Consumo ,Vara Cível
Juizado Esp. Cível e Criminal Universidade Federal ,Juizado Especial Cível
Juizado Especiais da Relação de Consumo ,Juizado Especial Cível
JUIZADO ESPECIAL,Juizado Especial Cível
JUIZADO ESPECIAL,Juizado Especial Cível
Juizado Especial,Juizado Especial Cível
Juizado Especial ,Juizado Especial Cível
JUIZADO ESPECIAL - UNIVERS. FED. DE SANTA CATARINA,Juizado Especial Cível
JUIZADO ESPECIAL ADJUNTO,Juizado Especial Cível
JUIZADO ESPECIAL ADJUNTO,Juizado Especial Cível
Juizado Especial Adjunto - Small Claims Court,Juizado Especial Cível
JUIZADO ESPECIAL ADJUNTO CÍVEL,Juizado Especial Cível
Juizado Especial Adjunto Cível,Juizado Especial Cível
Juizado Especial Adjunto Cível,Juizado Especial Cível
Juizado Especial Adjunto Civel ,Juizado Especial Cível
Juizado Especial Adjunto Cível ,Juizado Especial Cível
JUIZADO ESPECIAL CÃVEL,Juizado Especial Cível
JUIZADO ESPECIAL CIVEL,Juizado Especial Cível
Juizado Especial Cível,Juizado Especial Cível
Juizado Especial Cível,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
Juizado Especial Cível,Juizado Especial Cível
Juizado Especial Cível,Juizado Especial Cível
Juizado Especial Cível,Juizado Especial Cível
Juizado Especial Civel ,Juizado Especial Cível
Juizado Especial Cível ,Juizado Especial Cível
Juizado Especial Cível  ,Juizado Especial Cível
Juizado Especial Cível - Anexo FAAP ,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL - ANEXO I - UNIAN,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL - ANEXO UNIFIAN,Juizado Especial Cível
Juizado Especial Cível - Anexo UNIFIAN ,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL - ANEXO UNIP,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL - BOQUEIRÃO,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL - CIC FEITIÇO DA VILA,Juizado Especial Cível
JUIZADO ESPECIAL CIVEL - CIC ZONA LESTE,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL - CIC ZONA LESTE,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL - PINHEIRINHO,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL - PROJUDI,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL - PROJUDI,Juizado Especial Cível
Juizado Especial Cível - Regional da Região Oceânica,Juizado Especial Cível
Juizado Especial Cível - Regional de Itaquera,Juizado Especial Cível
Juizado Especial Civel - Regional São Miguel Paulista,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL - SUL,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL (MG),Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL ADJUNTO,Juizado Especial Cível
Juizado Especial Cível Adjunto ,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL ADJUNTO CÍVEL,Juizado Especial Cível
Juizado Especial Cível Anexo Mackenzie ,Juizado Especial Cível
JUIZADO ESPECIAL CIVEL ANEXO POUPATEMPO,Juizado Especial Cível
Juizado Especial Cível Anexo PUC ,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL CENTRAL,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL CIC PROJUDI,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL CRIMINAL,Juizado Especial Cível
JUÍZADO ESPECIAL CÍVEL DE APOIO - SAJ,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL DE CAJAMAR,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL DE VILHENA,Juizado Especial Cível
Juizado Especial Cível do Cristo Rei ,Juizado Especial Cível
JUIZADO ESPECIAL CIVEL DO NORTE DA ILHA,Juizado Especial Cível
Juizado Especial Cível do Norte da Ilha ,Juizado Especial Cível
Juizado Especial Cível E Criminal,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL E CRIMINAL,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL E CRIMINAL,Juizado Especial Cível
Juizado Especial Cível e Criminal,Juizado Especial Cível
Juizado Especial Civel e Criminal ,Juizado Especial Cível
Juizado Especial Cível e Criminal ,Juizado Especial Cível
Juizado Especial Cível e Criminal da Capital,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL E CRIMINAL TAQUARALTO,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL E DAS RELAÇÕES DE CONSUMO,Juizado Especial Cível
Juizado Especial Cível e das Relações de Consumo ,Juizado Especial Cível
Juizado Especial Cível e das Relações de Consumo da Capital,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL ITINERANTE,Juizado Especial Cível
Juizado Especial Cível- Zona Leste 2 ,Juizado Especial Cível
"Juizado Especial Cível, Criminal e FP ",Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL-ANEXO FACULDADE DE DIREITO,Juizado Especial Cível
Juizado Especial Criminal,Juizado Especial Cível
JUIZADO ESPECIAL FEDERAL,Juizado Especial Cível
Juizado Especial Federal ,Juizado Especial Cível
JUIZADO ESPECIAL FEDERAL CÍVEL,Juizado Especial Cível
Juizado Especial Itinerante,Juizado Especial Cível
Juizado Especial Itinerante ,Juizado Especial Cível
Juizado Especial Itinerante de Brasília,Juizado Especial Cível
Juizado Especial Misto ,Juizado Especial Cível
Juízo da 1º Juizado Especial Cível,Juizado Especial Cível
Juízo da 2º Juizado Especial Cível,Juizado Especial Cível
Juízo do Juizado Especial Cível,Juizado Especial Cível
Juízo do Juizado Especial Cível da Comarca de Caxias do Sul,Juizado Especial Cível
Juízo do Juizado Especial Cível da Comarca de Viamão,Juizado Especial Cível
Juízo Substituto da 2ª VF ,Outros
JUSTIÃ‡A COMUM,Vara Cível
Justiça Comum,Vara Cível
Justiça Estadual,Vara Cível
Justiça Federal,Outros
Justiça Itinerante de Tanguá ,Juizado Especial Cível
JUZIADO ESPECIAL ADJUNTO,Juizado Especial Cível
NÚCLEO DE REPERCUSSÃO GERAL E RECURSOS REPETITIVOS,Não informado
Órgão Especial,Não informado
Posto escola AJURIS,Vara Cível
Posto Escola AJURIS Adjunto ao 5ª Juizado Especial Cível ,Juizado Especial Cível
Precatória Cível,Vara Cível
Presidência,Não informado
Presidência,Não informado
PROCON,Outros
PROCON,Outros
Procon,Outros
PROMOTORIA DO JUIZADO ESPECIAL CIVIL E CRIMINAL,Outros
Regional de Santo Amaro,Não informado
Seção A da 09ª Vara Cível ,Vara Cível
Seção A da 6ª Vara Cível ,Vara Cível
Seção B da 11ª Vara Cível ,Vara Cível
Seção B da 4ª Vara Cível ,Vara Cível
Seção B da 9ª Vara Cível da Capital ,Vara Cível
SECRETARIA JUDICIAL UNIFICADA DOS JUIZADOS,Juizado Especial Cível
SESSÃO DE CONCILIAÇÃO,Não informado
SETOR DE CONCILIAÇÃO CIVIL,Não informado
Sistema dos Juizados,Juizado Especial Cível
Small Claims Court,Juizado Especial Cível
TERCEIRA VICE-PRESIDÊNCIA,Vara Cível
TRIBUNAL DE JUSTIÇA,Não informado
Turma,Juizado Especial Cível
TURMA FEDERAL,Juizado Especial Cível
Turma Recursal,Juizado Especial Cível
Turma Recursal Cível,Juizado Especial Cível
Turma Recursal de Jurisdição,Juizado Especial Cível
Turma Recursal Permanente,Juizado Especial Cível
Turma Recursal Permanente da Capital,Juizado Especial Cível
Turma Recursal Única,Juizado Especial Cível
"Turma Recursal,",Juizado Especial Cível
UJ,Vara Cível
UJ - 01º Jd Cível ,Vara Cível
UJ - 1º JD CÍVEL ,Vara Cível
UJ - 2º JD CÍVEL ,Vara Cível
UJ -2 JD CIVEL ,Vara Cível
Uni Jurisdicional Cí-2º JD da Comarca de Gove Vala ,Vara Cível
Única ,Vara Cível
UNIDADE JUDICIÁRIA DE COOPERAÇÃO,Vara Cível
Unidade Judiciária de Cooperação ,Vara Cível
UNIDADE JUDICIARIA DE COOPERAÇÃO DO SUL DA ILHA,Vara Cível
Unidade Jurisdicional ,Vara Cível
Unidade Jurisdicional - 02º JD ,Vara Cível
Unidade Jurisdicional - 1º JD ,Vara Cível
Unidade Jurisdicional - 1º JD da Comarca de Divinópolis,Vara Cível
Unidade Jurisdicional - 1º JD da Comarca de Lavras,Vara Cível
Unidade Jurisdicional - 1º JD da Comarca de Pouso Alegre,Vara Cível
Unidade Jurisdicional - 1º JD da Comarca de Santa Luzia,Vara Cível
Unidade Jurisdicional - 2º JD da Comarca de Divinópolis,Vara Cível
Unidade Jurisdicional - 2º JD da Comarca de Lavras,Vara Cível
Unidade Jurisdicional - 2º JD da Comarca de Pará de Minas,Vara Cível
Unidade Jurisdicional - 2º JD da Comarca de Santa Luzia,Vara Cível
Unidade Jurisdicional - 3º JD da Comarca de Divinópolis,Vara Cível
Unidade Jurisdicional - 3º JD da Comarca de Pouso Alegre,Vara Cível
Unidade Jurisdicional _ 1ª JD de Poços de Caldas,Vara Cível
Unidade Jurisdicional Cível ,Vara Cível
Unidade Jurisdicional Cível - 01ª JD ,Vara Cível
Unidade Jurisdicional Cível - 01º JD ,Vara Cível
Unidade Jurisdicional Cível - 02° JD ,Vara Cível
Unidade Jurisdicional Cível - 02ª JD ,Vara Cível
Unidade Jurisdicional Cível - 02º JD ,Vara Cível
Unidade Jurisdicional Cível - 03º JD ,Vara Cível
Unidade Jurisdicional Cível - 1º JD ,Vara Cível
Unidade Jurisdicional Cível - 2ª JD ,Vara Cível
Unidade Jurisdicional Cível - 2º JD ,Vara Cível
Unidade Jurisdicional Cível - 3º JD ,Vara Cível
Unidade Jurisdicional Cível e Criminal de Ubá,Vara Cível
Unidade Jurisdicional de Formiga,Vara Cível
Unidade Jurisdicional de Ibirité,Vara Cível
Unidade Jurisdicional de Itaúna,Vara Cível
Unidade Jurisdicional de Lagoa Santa,Vara Cível
Unidade Jurisdicional de Nova Lima,Vara Cível
Unidade Jurisdicional de Ouro Preto,Vara Cível
Unidade Jurisdicional de Ponte Nova,Vara Cível
Unidade Jurisdicional de Sabará,Vara Cível
Unidade Jurisdicional de São Lourenço,Vara Cível
Unidade Jurisdicional de Vespasiano,Vara Cível
Unidade Jurisdicional de Viçosa,Vara Cível
Unidade Jurisdicional de Visconde do Rio Branco,Vara Cível
Unidade Jurisdicional Única ,Vara Cível
Unidade Jurisdicional Única - 1º JD ,Vara Cível
Unidade Jurisdicional Única - 2º JD da Comarca de Betim,Vara Cível
Unidade Jurisdicional Única - 3º JD da Comarca de Betim,Vara Cível
UNIDADE REGIONAL DE DIREITO BANCÁRIO,Outros
V DOS FEITOS DE REL DE CONS CIV E COM,Vara Cível
V DOS FEITOS DE REL DE CONS CIV E COM. IGUAÍ,Vara Cível
V DOS FEITOS DE REL DE CONS CIV E COMERCIAIS,Vara Cível
V DOS FEITOS DE REL DE CONS CIV E COMERCIAIS,Vara Cível
V dos Feitos de Rel de Cons Civ e Comerciais ,Vara Cível
"V DOS FEITOS DE REL DE CONS, CIV E COMERCIAIS",Vara Cível
V DOS FEITOS DE REL. DE CONS CIV E COMERCIAIS,Vara Cível
V JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
Vara,Vara Cível
Vara,Vara Cível
VARA ADJUNTA,Vara Cível
Vara adjunta do JEC,Juizado Especial Cível
Vara adjunta do JEC ,Juizado Especial Cível
Vara Adjunta do Juizado Especial Cível,Juizado Especial Cível
Vara Adjunta do Juizado Especial Cível ,Juizado Especial Cível
Vara Adjunta Juizado Especial Cível ,Juizado Especial Cível
Vara Cível,Vara Cível
VARA CÍVEL,Vara Cível
VARA CÍVEL,Vara Cível
Vara Cível,Vara Cível
Vara Cível,Vara Cível
Vara Cível ,Vara Cível
VARA CÍVEL - PROJUDI,Vara Cível
VARA CÍVEL E COMERCIAL,Vara Cível
Vara Cível e Criminal de Tobias Barreto,Vara Cível
"VARA CÍVEL, COMERCIAL E FAZENDA PÚBLICA",Outros
